official,P07,NP,NP,1,False=(1.0, 'DUMMY', 1.0)
abandon,VC2,V좪쫆,S,-1,False=(1.0, 'manner', 1.0)
RegardAs,VG1,NP,VP,1,False=(1.0, 'range', 85.0)
affairs,Nac,DM,NP,-1,True=(1.0, 'quantifier', 12.0)
fantastic,VH11,Dfa,VP,-1,False=(1.0, 'degree', 17.0)
know,VK1,Tb,VP,1,False=(1.0, 'particle', 3.0)
swollen,Nv4,VH11,NP,-1,False=(1.0, 'property', 1.0)
investigate,Nv1,DE,NP,-1,False=(1.0, 'nominal', 13.0)
GoForward,VC1,P11,VP,-1,False=(1.0, 'manner', 1.0)
act,VC2,Cbcb,S,-1,True=(1.0, 'addition', 1.0)
kick,VC2,Di,VP,1,False=(1.0, 'aspect', 7.0)
engage,Nv4,VF2,NP,-1,False=(1.0, 'property', 1.0)
choose,VC2,Tc,S,1,False=(1.0, 'particle', 2.0)
flee,VC1,Dh,S,-1,False=(1.0, 'manner', 1.0)
TakeCare,VC2,P31,S,-1,False=(1.0, 'goal', 1.0)
MakeTrouble,Nv1,NP,NP,-1,False=(1.0, 'agent', 4.0)
spray,VC32,켹좪NP,VP,1,True=(1.0, 'complement', 1.0)
publications,Nac,Ndaab,NP,-1,False=(1.0, 'property', 1.0)
Africa,Nca,S좪ず,NP,-1,False=(1.0, 'property', 1.0)
affairs,Nac,VH13,NP,-1,True=(1.0, 'property', 1.0)
reply,VA4,Dd,S,-1,False=(1.0, 'time', 3.0)
suffer,VC31,Dh,S,-1,False=(1.0, 'manner', 5.0)
DegreeValue,VH11,Dfb,VP,1,False=(1.0, 'degree', 4.0)
create,Nv1,Nab,NP,-1,False=(1.0, 'property', 2.0)
surname,VC2,Cbca,VP,-1,False=(1.0, 'result', 1.0)
colored,Nab,Nep,NP,-1,False=(1.0, 'quantifier', 1.0)
act,VJ2,VH11,VP,-1,False=(1.0, 'manner', 1.0)
delimit,VJ3,Dbb,S,-1,True=(1.0, 'evaluation', 1.0)
exempt,VK2,Dbaa,VP,-1,False=(1.0, 'epistemics', 1.0)
no-type,V,Cbba,S,-1,False=(0.6666666666666666, 'concession', 2.0)|(0.3333333333333333, 'reason', 1.0)
hesitate,VA11,VH11,VP,1,False=(1.0, 'complement', 1.0)
start,VH11,P23,VP,1,False=(1.0, 'time', 2.0)
tell,Nab,VE2,NP,-1,True=(1.0, 'property', 1.0)
extreme,VC2,Ta,S,1,False=(1.0, 'particle', 1.0)
perception,VE2,Dbaa,VP,-1,False=(1.0, 'epistemics', 10.0)
knowledge,Nad,Ncc,NP,-1,True=(1.0, 'property', 1.0)
deceive,VC2,Dbb,S,-1,True=(1.0, 'evaluation', 1.0)
know,VK1,P41,S,-1,False=(1.0, 'goal', 1.0)
guide,Nv1,DE,NP,-1,False=(1.0, 'nominal', 7.0)
create,VC2,NP,S,1,False=(1.0, 'goal', 1.0)
fix,VC2,Cbca,VP,-1,False=(1.0, 'contrast', 1.0)
use,Nv1,VH11,NP,-1,False=(0.6666666666666666, 'manner', 2.0)|(0.3333333333333333, 'property', 1.0)
exercise,VA4,P35,VP,-1,False=(1.0, 'companion', 1.0)
obstruct,VC2,NP,S,1,False=(1.0, 'goal', 2.0)
strict,VH11,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
display,VC33,Nddc,S,-1,False=(1.0, 'time', 1.0)
announce,VE2,Cbba,S,-1,False=(0.5, 'reason', 2.0)|(0.25, 'concession', 1.0)|(0.25, 'addition', 1.0)
frequency,Nad,VH11,NP,-1,True=(1.0, 'property', 1.0)
happen,VD1,P06,S,-1,True=(1.0, 'agent', 1.0)
perception,VC2,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
improve,Nad,VH11,NP,-1,False=(1.0, 'property', 2.0)
hand,Nab,Naa,NP,-1,False=(1.0, 'property', 1.0)
reject,VF1,P60,S,-1,True=(1.0, 'agent', 1.0)
situated,Ncb,Naa,NP,-1,False=(1.0, 'property', 1.0)
day,Ndabf,VC1,NP,-1,False=(1.0, 'property', 1.0)
transmit,Nv1,Nad,NP,-1,False=(1.0, 'property', 1.0)
correct,VH11,Dd,VP,-1,False=(1.0, 'time', 1.0)
thought,Nad,S좪ず,NP,-1,False=(0.75, 'property', 3.0)|(0.25, 'predication', 1.0)
accept,VC31,Daa,VP,-1,False=(1.0, 'quantity', 1.0)
complete,VH16,Cbca,S,-1,False=(1.0, 'contrast', 1.0)
include,VJ1,Dbaa,S,-1,False=(1.0, 'epistemics', 2.0)
QuantityPropertyValue,Caa,VJ1,V,-1,False=(1.0, 'DUMMY1', 3.0)
QuantityValue,DM,VP,VP,1,False=(1.0, 'complement', 1.0)
accept,VG2,VP,VP,1,False=(1.0, 'complement', 1.0)
waters,Nab,VH11,NP,-1,True=(1.0, 'property', 1.0)
shiver,VA2,Dh,VP,-1,False=(1.0, 'manner', 1.0)
fragrant,Naa,DM,NP,-1,False=(1.0, 'quantifier', 1.0)
length,Nac,VH13,NP,-1,False=(1.0, 'property', 1.0)
judge,Nab,VP좪ず,NP,-1,False=(0.5, 'property', 1.0)|(0.5, 'predication', 1.0)
text,Nad,Naea,NP,-1,False=(1.0, 'property', 1.0)
lighting,VA4,Ng,VP,-1,False=(1.0, 'time', 1.0)
affected,VH11,Dc,VP,-1,False=(1.0, 'negation', 1.0)
ExpressAnger,VC31,NP,S,1,False=(1.0, 'theme', 2.0)
many,VH11,Tc,S,1,False=(1.0, 'particle', 2.0)
listen,VE2,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
BeNear,P15,NP,PP,1,False=(1.0, 'DUMMY', 2.0)
useful,VL2,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
LookFor,VC2,P39,VP,-1,False=(1.0, 'manner', 1.0)
tour,VC1,P35,VP,-1,False=(1.0, 'companion', 1.0)
be,VG2,Dc,S,-1,False=(1.0, 'negation', 4.0)
issue,VD1,NP,S,-1,False=(0.6, 'agent', 3.0)|(0.4, 'theme', 2.0)
drain,VA2,Cbaa,S,-1,False=(1.0, 'reason', 1.0)
oppose,VC2,NP,S,1,False=(1.0, 'goal', 6.0)
big,Nac,DM,NP,-1,False=(1.0, 'quantifier', 1.0)
explain,Nv4,DE,NP,-1,False=(1.0, 'nominal', 1.0)
thing,Nab,PP좪ず,NP,-1,False=(0.5, 'property', 1.0)|(0.5, 'predication', 1.0)
SocialMode,Nad,VH11,NP,-1,False=(1.0, 'property', 2.0)
resolute,VK2,Dd,VP,-1,False=(1.0, 'time', 3.0)
tell,VE12,S좪쫆,VP,-1,False=(1.0, 'manner', 1.0)
relevant,VH11,Dab,VP,-1,False=(1.0, 'quantity', 1.0)
LocationIni,Caa,Ndabd,Ndabd,1,False=(0.5, 'DUMMY2', 1.0)|(0.5, 'DUMMY1', 1.0)
frighten,VH22,Di,VP,1,False=(1.0, 'aspect', 1.0)
seek,VC31,P07,S,-1,False=(1.0, 'theme', 1.0)
fulfil,VC2,P20,S,-1,False=(1.0, 'topic', 1.0)
fair,VH11,Dfa,S,-1,False=(1.0, 'degree', 1.0)
start,Ng,NP,GP,-1,True=(1.0, 'DUMMY', 5.0)
joyful,VH21,Dfa,S,-1,False=(1.0, 'degree', 9.0)
act,VC2[+NEG],Tc,S,1,False=(1.0, 'particle', 1.0)
PutInOrder,VA4,Dh,VP,-1,False=(1.0, 'manner', 1.0)
CeaseSelfMove,VH16,Ncdb,VP,1,False=(1.0, 'location', 3.0)
amend,VC2,VC2,S,1,False=(1.0, 'complement', 1.0)
speaker,Nab,Naeb,NP,-1,False=(1.0, 'property', 1.0)
high,VH13,Dfa,VP,-1,True=(1.0, 'degree', 2.0)
help,VB11,P21,VP,-1,False=(1.0, 'location', 1.0)
act,VC33,Dd,S,-1,False=(1.0, 'time', 3.0)
compete,VA4,NP,S,-1,False=(0.9166666666666666, 'agent', 11.0)|(0.08333333333333333, 'theme', 1.0)
sit,VA12,Dab,VP,-1,False=(1.0, 'quantity', 2.0)
fight,VC2,Dd,VP,-1,False=(1.0, 'time', 3.0)
WhileAway,VC2,VP,S,-1,False=(1.0, 'manner', 1.0)
TimeSection,Ndda,Ng,NP,-1,False=(1.0, 'property', 1.0)
persuade,VF2,Nddb,S,-1,False=(1.0, 'time', 1.0)
order,Nac,VP좪ず,NP,-1,False=(1.0, 'property', 2.0)
intimacy,Nad,Nba,NP,-1,False=(1.0, 'possessor', 1.0)
benevolent,Nad,DM,NP,-1,False=(1.0, 'quantifier', 4.0)
admire,VJ2,P02,S,-1,True=(1.0, 'experiencer', 1.0)
MakeHigher,VC2,VH13,VP,-1,False=(1.0, 'manner', 1.0)
sleep,VA12,Nad,VP,-1,False=(1.0, 'duration', 1.0)
few,VH11,Cbcb,S,-1,False=(1.0, 'addition', 4.0)
TimeFin,P61,NP,PP,1,True=(1.0, 'DUMMY', 2.0)
appear,VJ1,NP,S,1,False=(1.0, 'goal', 1.0)
BecomeMore,VH12,NP,S,-1,True=(1.0, 'theme', 1.0)
affairs,VC2,VC2,S,1,False=(1.0, 'complement', 1.0)
metal,Naa,DM,NP,1,False=(1.0, 'quantifier', 1.0)
BeAcross,VD1,NP,S,-1,False=(1.0, 'agent', 2.0)
catch,Nab,VA4,NP,-1,False=(1.0, 'property', 1.0)
check,VE2,VH11,VP,-1,False=(1.0, 'manner', 1.0)
joyful,Nv4,VH11,NP,-1,False=(1.0, 'property', 1.0)
withstand,VJ1,Dh,VP,-1,False=(1.0, 'manner', 1.0)
lucid,VK1,Dj,S,1,False=(1.0, 'evaluation', 1.0)
partner,Caa,Nv2,Nv1,-1,False=(1.0, 'DUMMY1', 1.0)
SetAside,VJ3,VP,S,1,False=(1.0, 'complement', 1.0)
abandon,VC2,NP,VP,1,False=(1.0, 'goal', 28.0)
dignified,Nv4,VH11,NP,-1,False=(1.0, 'property', 1.0)
equal,Cab,N,NP,-1,False=(1.0, 'DUMMY', 1.0)
VehicleGo,VA11,NP,VP,-1,False=(1.0, 'time', 1.0)
use,VC2,Ndda,S,-1,False=(1.0, 'time', 1.0)
keep,Nv1,P32,NP,-1,False=(1.0, 'goal', 1.0)
alter,VD1,Dd,S,-1,False=(1.0, 'time', 1.0)
undertake,VG2,Cbca,S,-1,False=(1.0, 'result', 1.0)
MakeTrouble,Nv1,VP,NP,-1,False=(1.0, 'property', 1.0)
fall,VA11,P21,S,1,False=(1.0, 'location', 1.0)
FallDown,VH11,Ta,S,1,False=(1.0, 'particle', 2.0)
know,VK1,V좪쫆,VP,-1,False=(1.0, 'manner', 3.0)
eat,VJ1,DM,VP,1,False=(1.0, 'goal', 1.0)
undergo,VJ1,Dbb,S,-1,False=(1.0, 'evaluation', 3.0)
surpass,VC1,Nddb,VP,1,False=(1.0, 'duration', 1.0)
ill,VC2,NP,S,1,False=(1.0, 'goal', 5.0)
naming,VG2,Nddb,VP,-1,False=(1.0, 'time', 1.0)
become,VG1,Cbca,S,-1,False=(0.75, 'result', 3.0)|(0.25, 'contrast', 1.0)
start,VC31,NP,S,1,False=(1.0, 'theme', 6.0)
vomit,VA4,Di,VP,1,False=(1.0, 'aspect', 1.0)
release,VC33,Dbaa,VP,-1,False=(1.0, 'epistemics', 2.0)
cold,VH11,Dh,VP,-1,False=(1.0, 'manner', 1.0)
guide,Nad,Nac,NP,-1,False=(1.0, 'property', 1.0)
manage,VC2,P21,S,-1,False=(1.0, 'location', 2.0)
be,VG2,P39,VP,-1,False=(1.0, 'instrument', 1.0)
LocationIni,P06,NP,PP,1,True=(0.9980392156862745, 'DUMMY', 509.0)|(0.00196078431372549, 'range', 1.0)
GiveAsGift,VD1,Dd,S,-1,False=(1.0, 'time', 4.0)
constant,VC31,Cbca,S,-1,False=(1.0, 'result', 5.0)
bird,Nad,VP좪ず,NP,-1,False=(0.5714285714285714, 'predication', 4.0)|(0.42857142857142855, 'property', 3.0)
suffer,Ng,VP,GP,-1,True=(1.0, 'DUMMY', 2.0)
do,VC2,P31,VP,-1,False=(1.0, 'target', 1.0)
conduct,VC2,P11,VP,-1,False=(1.0, 'manner', 8.0)
sell,VL4,NP,NP,1,False=(1.0, 'goal', 1.0)
happen,VH11,Dfa,VP,-1,False=(1.0, 'degree', 1.0)
happen,VA4,V,S,1,False=(1.0, 'complement', 1.0)
disadvantageous,VK2,Dd,VP,-1,False=(1.0, 'time', 1.0)
ResultIn,Nac,Ncb,NP,-1,False=(1.0, 'property', 1.0)
waters,Nab,N좪ず,NP,-1,False=(0.8, 'property', 8.0)|(0.2, 'quantifier', 2.0)
correct,VC33,Dc,S,-1,False=(1.0, 'negation', 2.0)
weave,VC31,P42,VP,-1,False=(1.0, 'standard', 1.0)
drink,VC31,S,VP,1,False=(0.5, 'condition', 1.0)|(0.5, 'complement', 1.0)
pull,VC2,Cbaa,S,-1,False=(1.0, 'hypothesis', 1.0)
record,VB12,Dc,S,-1,False=(1.0, 'negation', 1.0)
surrender,VC2,NP,VP,1,False=(1.0, 'goal', 1.0)
small,Nab,S좪ず,NP,-1,False=(1.0, 'property', 1.0)
gather,Nab,DM,NP,-1,False=(1.0, 'quantifier', 1.0)
alike,P47,Dd,S,-1,False=(1.0, 'time', 1.0)
simultaneous,Caa,VP,S,1,False=(1.0, 'DUMMY2', 1.0)
or,Caa,Nab,Nab,-1,False=(1.0, 'DUMMY1', 6.0)
shiver,VC2,NP,VP,1,False=(1.0, 'goal', 1.0)
delay,VC2,VP,VP,1,False=(0.5, 'goal', 1.0)|(0.5, 'complement', 1.0)
dare,VL1,Cbcb,S,-1,False=(1.0, 'addition', 1.0)
wash,VC2,Dc,S,-1,False=(1.0, 'negation', 1.0)
seek,VC31,VP,VP,1,True=(1.0, 'goal', 1.0)
walk,VC2,NP,S,-1,False=(1.0, 'agent', 1.0)
GiveAsGift,VD1,Cbca,S,-1,True=(1.0, 'contrast', 1.0)
SceneValue,Nad,DM,NP,-1,False=(1.0, 'quantifier', 2.0)
suffer,VC31,Di,VP,1,False=(1.0, 'aspect', 31.0)
together,Nac,Ncb,NP,-1,True=(1.0, 'property', 1.0)
fit,Nac,Naea,NP,-1,False=(1.0, 'property', 4.0)
compete,VC2,Dd,VP,-1,False=(1.0, 'time', 3.0)
willing,VK1,Cbca,S,-1,True=(1.0, 'contrast', 1.0)
harmonious,Caa,Nba,Nba,1,True=(1.0, 'DUMMY2', 1.0)
balanced,Nv4,NP,NP,-1,False=(1.0, 'theme', 3.0)
resist,VC2,Ndabd,S,-1,True=(1.0, 'time', 1.0)
GoUp,VA13,Dd,VP,-1,False=(1.0, 'time', 1.0)
space,Naea,VP좪ず,NP,-1,False=(1.0, 'predication', 1.0)
die,VJ3,Dd,VP,-1,False=(1.0, 'time', 1.0)
fasten,VC2,P07,VP,-1,False=(1.0, 'theme', 1.0)
pollute,VC2,Cbbb,VP,-1,False=(1.0, 'restriction', 1.0)
SetAside,VC2,Dab,S,-1,True=(1.0, 'quantity', 1.0)
special,VH11,Dfa,S,-1,False=(1.0, 'degree', 2.0)
strong,VH11,Dab,S,-1,False=(1.0, 'quantity', 1.0)
community,Naeb,Ncb,NP,-1,False=(1.0, 'property', 1.0)
order,Nac,VD1,NP,-1,False=(1.0, 'property', 1.0)
harmonious,Caa,VH16,VH16,-1,False=(1.0, 'DUMMY1', 1.0)
be,V_11,Dbc,VP,-1,False=(1.0, 'evaluation', 4.0)
alike,P35,NP,PP,1,False=(1.0, 'DUMMY', 1.0)
compare,VJ1,Dd,S,-1,False=(1.0, 'time', 5.0)
be,VG1,Nad,VP,-1,False=(1.0, 'manner', 1.0)
decorate,VC2,NP,S,1,False=(0.6666666666666666, 'goal', 2.0)|(0.3333333333333333, 'location', 1.0)
surname,VC33,VP,S,1,False=(1.0, 'complement', 2.0)
PayAttention,VK1,Dfa,VP,-1,False=(1.0, 'degree', 6.0)
help,VE2,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
method,Nac,Ncb,NP,-1,False=(1.0, 'property', 3.0)
believe,VK1,Dc,VK1,1,False=(1.0, 'negation', 1.0)
thing,Nad,Naa,NP,-1,False=(1.0, 'property', 10.0)
check,Ncb,Nca,NP,-1,False=(1.0, 'property', 2.0)
LaughAt,Nac,N좪ず,NP,-1,False=(0.5, 'property', 1.0)|(0.5, 'possessor', 1.0)
err,Nac,Cbaa,NP,-1,False=(1.0, 'reason', 2.0)
force,VF2,VP,S,1,False=(1.0, 'theme', 1.0)
decorate,VC33,P07,VP,-1,False=(1.0, 'goal', 1.0)
method,Nac,VC32,NP,-1,False=(1.0, 'property', 1.0)
levy,VF2,P19,S,-1,False=(1.0, 'location', 1.0)
dispatch,VC1,Ndabd,VP,-1,False=(1.0, 'time', 1.0)
from,P65,NP,PP,1,False=(1.0, 'DUMMY', 3.0)
exile,VC32,VH11,VP,-1,False=(1.0, 'manner', 1.0)
resume,VH16,Cbcb,VP,-1,False=(1.0, 'addition', 1.0)
durable,Nab[+SPO],VH11,NP,-1,False=(1.0, 'property', 1.0)
ill,VA12,NP,S,-1,False=(1.0, 'theme', 1.0)
lose,VC32,NP,VP,1,False=(1.0, 'theme', 3.0)
cheap,VH13,Dbb,S,-1,False=(1.0, 'evaluation', 7.0)
BeNear,Ncda,N좪ず,NP,-1,False=(1.0, 'property', 1.0)
able,VA11,P30,S,-1,False=(1.0, 'target', 1.0)
LengthLong,VH11,NP,S,-1,False=(1.0, 'theme', 1.0)
look,VE2,Dh,VP,-1,True=(1.0, 'manner', 1.0)
reside,Nv4,DE,NP,-1,False=(1.0, 'nominal', 1.0)
ResultIn,VC2,Cbaa,S,-1,False=(1.0, 'reason', 2.0)
create,VC31,Ndaad,S,-1,False=(1.0, 'time', 1.0)
offspring,Nab,N좪ず,NP,-1,False=(0.6666666666666666, 'possessor', 2.0)|(0.3333333333333333, 'property', 1.0)
future,Ng,P21,GP,-1,False=(1.0, 'DUMMY', 1.0)
whatever,VK1,VP,VP,1,False=(1.0, 'goal', 2.0)
smell,VC2,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
act,VJ2,Dd,VP,-1,False=(1.0, 'time', 1.0)
protest,Nv1,VA12,NP,-1,False=(1.0, 'property', 1.0)
night,Ndabe,Nddc,NP,-1,False=(1.0, 'property', 3.0)
sigh,Nv4,DE,NP,-1,False=(1.0, 'nominal', 1.0)
collect,VC2,Dbab,S,-1,False=(1.0, 'deontics', 3.0)
excrete,Naa,Nab,NP,-1,True=(1.0, 'possessor', 1.0)
ThinkOf,VJ2,Dd,VP,-1,False=(1.0, 'time', 1.0)
TakeAway,VC2,NP,VP,1,False=(1.0, 'goal', 1.0)
prosper,VH11,VH11,S,-1,False=(1.0, 'manner', 1.0)
appear,VC2,NP,VP,-1,False=(0.625, 'goal', 10.0)|(0.25, 'time', 4.0)|(0.0625, 'topic', 1.0)|(0.0625, 'agent', 1.0)
drill,Nv1,Nab,NP,-1,False=(1.0, 'property', 1.0)
RegardAs,VC2,Ndabe,S,-1,False=(1.0, 'time', 1.0)
celestial,Nac,DM,NP,-1,False=(1.0, 'quantifier', 10.0)
gather,VC31,Dd,S,-1,True=(1.0, 'time', 1.0)
associate,VA11,Dd,VP,-1,False=(1.0, 'time', 2.0)
attire,Nad,Ndaab,NP,-1,False=(1.0, 'property', 1.0)
place,Ncb,DE,NP,1,False=(1.0, 'nominal', 1.0)
effortful,VH11,Daa,S,-1,False=(1.0, 'quantity', 1.0)
appear,VC2,P31,VP,-1,False=(1.0, 'target', 5.0)
food,Nab,VH16,NP,-1,False=(1.0, 'property', 1.0)
grow,VH11,Ng,S,-1,False=(1.0, 'time', 1.0)
forget,VK1,Dc,S,-1,False=(1.0, 'negation', 7.0)
early,VH13,P15,VP,-1,False=(1.0, 'time', 1.0)
QuantityPropertyValue,Caa,Nba,Nba,-1,False=(1.0, 'DUMMY1', 88.0)
circulate,Nad,NP좪ず,NP,-1,False=(1.0, 'property', 1.0)
succeed,VG2,NP,VP,1,False=(0.9814814814814815, 'range', 53.0)|(0.018518518518518517, 'complement', 1.0)
obtain,VC31,Dc,VP,-1,False=(1.0, 'negation', 1.0)
InstitutePlace,Ncb,Daa,NP,-1,False=(1.0, 'quantity', 1.0)
win,VH11,Ndabd,S,-1,False=(1.0, 'time', 1.0)
persuade,VF2,Di,VP,1,False=(1.0, 'aspect', 4.0)
forget,VK1,Dbab,S,-1,False=(0.8, 'deontics', 4.0)|(0.2, 'deixis', 1.0)
shape,Nad,Ndaaa,NP,-1,False=(1.0, 'property', 1.0)
defeat,VC2,DM,VP,1,False=(1.0, 'quantifier', 1.0)
GoDown,VA13,Nddc,S,-1,False=(1.0, 'time', 1.0)
cover,VC2,P02,VP,-1,True=(1.0, 'agent', 1.0)
tell,VE12,Dc,S,-1,False=(1.0, 'negation', 3.0)
drink,VC31,Ng,VP,-1,False=(1.0, 'condition', 1.0)
expression,Nac,NP,NP,-1,False=(0.6666666666666666, 'apposition', 2.0)|(0.3333333333333333, 'property', 1.0)
sound,Nad,VP좪ず,NP,-1,False=(0.7272727272727273, 'property', 8.0)|(0.2727272727272727, 'predication', 3.0)
return,VC2,P61,VP,-1,False=(1.0, 'location', 1.0)
ish,VK2,NP,S,-1,False=(1.0, 'theme', 8.0)
BeNear,VJ1,NP,S,-1,False=(1.0, 'theme', 28.0)
facing,VH11,Dc,VH11,1,False=(1.0, 'negation', 3.0)
seek,VJ2,VP,S,1,False=(1.0, 'result', 1.0)
QuantityValue,DM,DM,S,-1,False=(1.0, 'theme', 1.0)
subtract,VH16,NP,S,1,True=(1.0, 'theme', 1.0)
spotless,VH11,Dab,S,-1,False=(1.0, 'quantity', 1.0)
loosen,VH16,VP,S,1,False=(1.0, 'complement', 1.0)
reply,Nv1,Nad,NP,-1,False=(1.0, 'property', 1.0)
result,Nad,NP,NP,-1,False=(1.0, 'property', 2.0)
surpass,VC33,VP,S,1,False=(1.0, 'complement', 1.0)
disappear,VJ3,VE2,VP,1,False=(1.0, 'complement', 2.0)
act,VK1,Cbcb,VP,-1,False=(1.0, 'listing', 1.0)
become,VC31,Dc,S,-1,False=(1.0, 'negation', 1.0)
do,VA11,VA4,S,-1,False=(1.0, 'manner', 2.0)
alike,VG2,Dfb,VP,1,False=(1.0, 'degree', 1.0)
attack,VC2,DM,VP,1,False=(1.0, 'quantifier', 1.0)
guess,VE2,S,VP,1,False=(1.0, 'goal', 1.0)
trace,Nad,DM,NP,-1,False=(1.0, 'quantifier', 1.0)
GoRound,VC2,NP,VP,1,False=(1.0, 'goal', 5.0)
alive,VH11,P21,S,1,False=(1.0, 'condition', 2.0)
HideTruth,VC2,NP,S,-1,False=(1.0, 'agent', 2.0)
defeated,VD1,Neqa,VP,-1,False=(1.0, 'quantity', 1.0)
obstruct,VC2,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
thing,Naeb,DM좪ず,NP,-1,False=(1.0, 'quantifier', 2.0)
room,Ncda,Nep,NP,-1,False=(1.0, 'quantifier', 21.0)
engage,VA4,Ndabd,S,-1,False=(1.0, 'time', 1.0)
happen,VJ1,Cbaa,S,-1,False=(0.6666666666666666, 'hypothesis', 2.0)|(0.3333333333333333, 'reason', 1.0)
record,VC33,Nba,S,-1,False=(1.0, 'location', 2.0)
TimeSection,Ndabf,Ndaba,NP,-1,False=(1.0, 'property', 6.0)
arise,VA11,P21,VP,-1,False=(1.0, 'location', 1.0)
emotion,Nad,S좪ず,NP,-1,False=(0.7692307692307693, 'property', 10.0)|(0.23076923076923078, 'predication', 3.0)
ServeAsFoil,VJ1,Di,VP,1,False=(1.0, 'aspect', 2.0)
stand,VH14,NP,S,-1,False=(0.6, 'location', 6.0)|(0.4, 'theme', 4.0)
no-type,Nv4,Ng,NP,-1,False=(0.5, 'time', 1.0)|(0.5, 'property', 1.0)
poor,VH11,Ndda,S,-1,False=(1.0, 'time', 1.0)
engage,VC2,Dbaa,S,-1,False=(1.0, 'epistemics', 2.0)
human,Nab,Nab,NP,-1,True=(1.0, 'property', 18.0)
equal,VC2,Dab,VP,-1,False=(1.0, 'quantity', 1.0)
disadvantageous,VH11,Nad,VP,-1,False=(1.0, 'time', 2.0)
AlterState,VH16,VP,VP,1,False=(1.0, 'complement', 1.0)
continuous,VH11,P35,VP,-1,False=(1.0, 'companion', 3.0)
paralyse,Nv4,VH11,NP,-1,False=(1.0, 'property', 1.0)
BeMember,VA11,Dd,VP,-1,False=(1.0, 'time', 1.0)
cut,VC2,VC2,S,1,True=(1.0, 'complement', 1.0)
color,Nac,Naeb,NP,-1,False=(1.0, 'property', 1.0)
cook,VC2,NP,S,-1,True=(1.0, 'goal', 2.0)
TimeLong,VH11,Dbaa,S,-1,False=(1.0, 'epistemics', 2.0)
surpass,VC33,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
circumstances,Nad,Naa,NP,-1,False=(1.0, 'property', 1.0)
borrow,VD2,Dab,S,-1,False=(1.0, 'quantity', 2.0)
decide,VB11,Dbb,S,-1,False=(1.0, 'evaluation', 2.0)
appear,VE2,Ndabe,VP,-1,False=(1.0, 'time', 1.0)
artifact,Nab,Nhab,NP,-1,False=(0.6666666666666666, 'possessor', 2.0)|(0.3333333333333333, 'property', 1.0)
naming,VG1,Cbaa,VP,-1,False=(1.0, 'reason', 1.0)
provide,VC31,DM,VP,1,False=(0.6666666666666666, 'theme', 2.0)|(0.3333333333333333, 'duration', 1.0)
ComeToWorld,VA12,Dbaa,VP,-1,False=(1.0, 'epistemics', 1.0)
NULL,Nab,Nab,NP,-1,False=(1.0, 'property', 1.0)
ineffective,VH11,Dbb,VP,-1,False=(1.0, 'evaluation', 2.0)
enjoy,VC2,Dh,VP,-1,False=(1.0, 'manner', 5.0)
brown,Nad,Nab,NP,-1,False=(1.0, 'property', 1.0)
prohibit,VE2,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
display,VK2,Dh,VP,-1,False=(1.0, 'manner', 1.0)
serious,VH11,Cbaa,S,-1,False=(1.0, 'hypothesis', 1.0)
MakeAppointment,Nac,Nad,NP,-1,False=(1.0, 'property', 1.0)
ResultIn,VL4,Dd,S,-1,False=(1.0, 'time', 1.0)
eat,VC31[+SPV],NP,VP,1,False=(1.0, 'theme', 1.0)
alternative,Caa,Nac,Nac,1,False=(1.0, 'DUMMY2', 1.0)
enlarge,VH16,P06,S,-1,True=(1.0, 'reason', 1.0)
pattern,Nad,Nac,NP,-1,False=(1.0, 'property', 2.0)
happen,VH11,Dbaa,VP,-1,False=(1.0, 'epistemics', 1.0)
bitter,VH11,Ng,VP,-1,False=(1.0, 'condition', 2.0)
separate,VC2,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
tool,VA4,P35,VP,-1,True=(1.0, 'companion', 1.0)
harmonious,Caa,VP,S,-1,False=(1.0, 'DUMMY1', 1.0)
communicate,Nv4,A,NP,-1,False=(1.0, 'property', 2.0)
ill,VC2,P11,VP,-1,False=(1.0, 'manner', 1.0)
exist,V_2,P55,VP,-1,True=(1.0, 'comparison', 1.0)
indifferent,VH11,Ta,VP,1,False=(1.0, 'particle', 2.0)
ability,Nad,N좪ず,NP,-1,False=(0.6052631578947368, 'possessor', 23.0)|(0.34210526315789475, 'property', 13.0)|(0.05263157894736842, 'quantifier', 2.0)
cherish,VK1,P31,S,-1,False=(1.0, 'target', 1.0)
effortful,VH11,VH11,VP,-1,False=(1.0, 'property', 1.0)
recite,VC2,Dbb,S,-1,True=(1.0, 'evaluation', 1.0)
perceptive,VH21,P21,VP,-1,False=(1.0, 'condition', 1.0)
no-type,no-h-pos,N좪ず,NP,-1,False=(0.6666666666666666, 'property', 6.0)|(0.2222222222222222, 'possessor', 2.0)|(0.1111111111111111, 'quantifier', 1.0)
relax,VH16,NP,VP,1,False=(1.0, 'theme', 1.0)
investigate,VE2,NP,S,-1,True=(1.0, 'goal', 1.0)
